base,arquivo,ano,uf,tipo,formato,status,caminho,observacoes
CNES,SRSE2508.dbc,2025,SE,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSE2508.dbc,Fora do recorte principal de CNES.
CNES,SRSE2509.dbc,2025,SE,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSE2509.dbc,Fora do recorte principal de CNES.
CNES,SRSE2510.dbc,2025,SE,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSE2510.dbc,Fora do recorte principal de CNES.
CNES,SRSE2511.dbc,2025,SE,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSE2511.dbc,Fora do recorte principal de CNES.
CNES,SRSE2512.dbc,2025,SE,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSE2512.dbc,Fora do recorte principal de CNES.
CNES,SRSE2601.dbc,2026,SE,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSE2601.dbc,Fora do recorte principal de CNES.
CNES,SRSE2602.dbc,2026,SE,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSE2602.dbc,Fora do recorte principal de CNES.
CNES,SRSE2603.dbc,2026,SE,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSE2603.dbc,Fora do recorte principal de CNES.
CNES,SRSE2604.dbc,2026,SE,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSE2604.dbc,Fora do recorte principal de CNES.
CNES,SRSE2605.dbc,2026,SE,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSE2605.dbc,Fora do recorte principal de CNES.
CNES,SRSP0508.dbc,2005,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP0508.dbc,Fora do recorte principal de CNES.
CNES,SRSP0509.dbc,2005,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP0509.dbc,Fora do recorte principal de CNES.
CNES,SRSP0510.dbc,2005,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP0510.dbc,Fora do recorte principal de CNES.
CNES,SRSP0511.dbc,2005,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP0511.dbc,Fora do recorte principal de CNES.
CNES,SRSP0512.dbc,2005,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP0512.dbc,Fora do recorte principal de CNES.
CNES,SRSP0601.dbc,2006,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP0601.dbc,Fora do recorte principal de CNES.
CNES,SRSP0602.dbc,2006,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP0602.dbc,Fora do recorte principal de CNES.
CNES,SRSP0603.dbc,2006,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP0603.dbc,Fora do recorte principal de CNES.
CNES,SRSP0604.dbc,2006,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP0604.dbc,Fora do recorte principal de CNES.
CNES,SRSP0605.dbc,2006,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP0605.dbc,Fora do recorte principal de CNES.
CNES,SRSP0606.dbc,2006,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP0606.dbc,Fora do recorte principal de CNES.
CNES,SRSP0607.dbc,2006,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP0607.dbc,Fora do recorte principal de CNES.
CNES,SRSP0608.dbc,2006,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP0608.dbc,Fora do recorte principal de CNES.
CNES,SRSP0609.dbc,2006,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP0609.dbc,Fora do recorte principal de CNES.
CNES,SRSP0610.dbc,2006,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP0610.dbc,Fora do recorte principal de CNES.
CNES,SRSP0611.dbc,2006,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP0611.dbc,Fora do recorte principal de CNES.
CNES,SRSP0612.dbc,2006,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP0612.dbc,Fora do recorte principal de CNES.
CNES,SRSP0701.dbc,2007,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP0701.dbc,Fora do recorte principal de CNES.
CNES,SRSP0702.dbc,2007,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP0702.dbc,Fora do recorte principal de CNES.
CNES,SRSP0703.dbc,2007,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP0703.dbc,Fora do recorte principal de CNES.
CNES,SRSP0704.dbc,2007,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP0704.dbc,Fora do recorte principal de CNES.
CNES,SRSP0705.dbc,2007,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP0705.dbc,Fora do recorte principal de CNES.
CNES,SRSP0706.dbc,2007,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP0706.dbc,Fora do recorte principal de CNES.
CNES,SRSP0707.dbc,2007,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP0707.dbc,Fora do recorte principal de CNES.
CNES,SRSP0708.dbc,2007,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP0708.dbc,Fora do recorte principal de CNES.
CNES,SRSP0709.dbc,2007,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP0709.dbc,Fora do recorte principal de CNES.
CNES,SRSP0710.dbc,2007,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP0710.dbc,Fora do recorte principal de CNES.
CNES,SRSP0711.dbc,2007,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP0711.dbc,Fora do recorte principal de CNES.
CNES,SRSP0712.dbc,2007,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP0712.dbc,Fora do recorte principal de CNES.
CNES,SRSP0801.dbc,2008,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP0801.dbc,Fora do recorte principal de CNES.
CNES,SRSP0802.dbc,2008,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP0802.dbc,Fora do recorte principal de CNES.
CNES,SRSP0803.dbc,2008,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP0803.dbc,Fora do recorte principal de CNES.
CNES,SRSP0804.dbc,2008,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP0804.dbc,Fora do recorte principal de CNES.
CNES,SRSP0805.dbc,2008,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP0805.dbc,Fora do recorte principal de CNES.
CNES,SRSP0806.dbc,2008,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP0806.dbc,Fora do recorte principal de CNES.
CNES,SRSP0807.dbc,2008,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP0807.dbc,Fora do recorte principal de CNES.
CNES,SRSP0808.dbc,2008,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP0808.dbc,Fora do recorte principal de CNES.
CNES,SRSP0809.dbc,2008,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP0809.dbc,Fora do recorte principal de CNES.
CNES,SRSP0810.dbc,2008,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP0810.dbc,Fora do recorte principal de CNES.
CNES,SRSP0811.dbc,2008,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP0811.dbc,Fora do recorte principal de CNES.
CNES,SRSP0812.dbc,2008,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP0812.dbc,Fora do recorte principal de CNES.
CNES,SRSP0901.dbc,2009,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP0901.dbc,Fora do recorte principal de CNES.
CNES,SRSP0902.dbc,2009,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP0902.dbc,Fora do recorte principal de CNES.
CNES,SRSP0903.dbc,2009,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP0903.dbc,Fora do recorte principal de CNES.
CNES,SRSP0904.dbc,2009,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP0904.dbc,Fora do recorte principal de CNES.
CNES,SRSP0905.dbc,2009,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP0905.dbc,Fora do recorte principal de CNES.
CNES,SRSP0906.dbc,2009,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP0906.dbc,Fora do recorte principal de CNES.
CNES,SRSP0907.dbc,2009,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP0907.dbc,Fora do recorte principal de CNES.
CNES,SRSP0908.dbc,2009,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP0908.dbc,Fora do recorte principal de CNES.
CNES,SRSP0909.dbc,2009,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP0909.dbc,Fora do recorte principal de CNES.
CNES,SRSP0910.dbc,2009,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP0910.dbc,Fora do recorte principal de CNES.
CNES,SRSP0911.dbc,2009,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP0911.dbc,Fora do recorte principal de CNES.
CNES,SRSP0912.dbc,2009,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP0912.dbc,Fora do recorte principal de CNES.
CNES,SRSP1001.dbc,2010,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP1001.dbc,Fora do recorte principal de CNES.
CNES,SRSP1002.dbc,2010,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP1002.dbc,Fora do recorte principal de CNES.
CNES,SRSP1003.dbc,2010,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP1003.dbc,Fora do recorte principal de CNES.
CNES,SRSP1004.dbc,2010,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP1004.dbc,Fora do recorte principal de CNES.
CNES,SRSP1005.dbc,2010,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP1005.dbc,Fora do recorte principal de CNES.
CNES,SRSP1006.dbc,2010,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP1006.dbc,Fora do recorte principal de CNES.
CNES,SRSP1007.dbc,2010,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP1007.dbc,Fora do recorte principal de CNES.
CNES,SRSP1008.dbc,2010,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP1008.dbc,Fora do recorte principal de CNES.
CNES,SRSP1009.dbc,2010,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP1009.dbc,Fora do recorte principal de CNES.
CNES,SRSP1010.dbc,2010,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP1010.dbc,Fora do recorte principal de CNES.
CNES,SRSP1011.dbc,2010,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP1011.dbc,Fora do recorte principal de CNES.
CNES,SRSP1012.dbc,2010,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP1012.dbc,Fora do recorte principal de CNES.
CNES,SRSP1101.dbc,2011,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP1101.dbc,Fora do recorte principal de CNES.
CNES,SRSP1102.dbc,2011,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP1102.dbc,Fora do recorte principal de CNES.
CNES,SRSP1103.dbc,2011,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP1103.dbc,Fora do recorte principal de CNES.
CNES,SRSP1104.dbc,2011,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP1104.dbc,Fora do recorte principal de CNES.
CNES,SRSP1105.dbc,2011,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP1105.dbc,Fora do recorte principal de CNES.
CNES,SRSP1106.dbc,2011,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP1106.dbc,Fora do recorte principal de CNES.
CNES,SRSP1107.dbc,2011,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP1107.dbc,Fora do recorte principal de CNES.
CNES,SRSP1108.dbc,2011,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP1108.dbc,Fora do recorte principal de CNES.
CNES,SRSP1109.dbc,2011,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP1109.dbc,Fora do recorte principal de CNES.
CNES,SRSP1110.dbc,2011,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP1110.dbc,Fora do recorte principal de CNES.
CNES,SRSP1111.dbc,2011,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP1111.dbc,Fora do recorte principal de CNES.
CNES,SRSP1112.dbc,2011,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP1112.dbc,Fora do recorte principal de CNES.
CNES,SRSP1201.dbc,2012,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP1201.dbc,Fora do recorte principal de CNES.
CNES,SRSP1202.dbc,2012,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP1202.dbc,Fora do recorte principal de CNES.
CNES,SRSP1203.dbc,2012,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP1203.dbc,Fora do recorte principal de CNES.
CNES,SRSP1204.dbc,2012,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP1204.dbc,Fora do recorte principal de CNES.
CNES,SRSP1205.dbc,2012,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP1205.dbc,Fora do recorte principal de CNES.
CNES,SRSP1206.dbc,2012,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP1206.dbc,Fora do recorte principal de CNES.
CNES,SRSP1207.dbc,2012,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP1207.dbc,Fora do recorte principal de CNES.
CNES,SRSP1208.dbc,2012,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP1208.dbc,Fora do recorte principal de CNES.
CNES,SRSP1209.dbc,2012,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP1209.dbc,Fora do recorte principal de CNES.
CNES,SRSP1210.dbc,2012,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP1210.dbc,Fora do recorte principal de CNES.
CNES,SRSP1211.dbc,2012,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP1211.dbc,Fora do recorte principal de CNES.
CNES,SRSP1212.dbc,2012,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP1212.dbc,Fora do recorte principal de CNES.
CNES,SRSP1301.dbc,2013,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP1301.dbc,Fora do recorte principal de CNES.
CNES,SRSP1302.dbc,2013,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP1302.dbc,Fora do recorte principal de CNES.
CNES,SRSP1303.dbc,2013,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP1303.dbc,Fora do recorte principal de CNES.
CNES,SRSP1304.dbc,2013,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP1304.dbc,Fora do recorte principal de CNES.
CNES,SRSP1305.dbc,2013,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP1305.dbc,Fora do recorte principal de CNES.
CNES,SRSP1306.dbc,2013,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP1306.dbc,Fora do recorte principal de CNES.
CNES,SRSP1307.dbc,2013,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP1307.dbc,Fora do recorte principal de CNES.
CNES,SRSP1308.dbc,2013,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP1308.dbc,Fora do recorte principal de CNES.
CNES,SRSP1309.dbc,2013,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP1309.dbc,Fora do recorte principal de CNES.
CNES,SRSP1310.dbc,2013,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP1310.dbc,Fora do recorte principal de CNES.
CNES,SRSP1311.dbc,2013,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP1311.dbc,Fora do recorte principal de CNES.
CNES,SRSP1312.dbc,2013,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP1312.dbc,Fora do recorte principal de CNES.
CNES,SRSP1401.dbc,2014,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP1401.dbc,Fora do recorte principal de CNES.
CNES,SRSP1402.dbc,2014,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP1402.dbc,Fora do recorte principal de CNES.
CNES,SRSP1403.dbc,2014,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP1403.dbc,Fora do recorte principal de CNES.
CNES,SRSP1404.dbc,2014,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP1404.dbc,Fora do recorte principal de CNES.
CNES,SRSP1405.dbc,2014,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP1405.dbc,Fora do recorte principal de CNES.
CNES,SRSP1406.dbc,2014,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP1406.dbc,Fora do recorte principal de CNES.
CNES,SRSP1407.dbc,2014,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP1407.dbc,Fora do recorte principal de CNES.
CNES,SRSP1408.dbc,2014,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP1408.dbc,Fora do recorte principal de CNES.
CNES,SRSP1409.dbc,2014,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP1409.dbc,Fora do recorte principal de CNES.
CNES,SRSP1410.dbc,2014,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP1410.dbc,Fora do recorte principal de CNES.
CNES,SRSP1411.dbc,2014,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP1411.dbc,Fora do recorte principal de CNES.
CNES,SRSP1412.dbc,2014,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP1412.dbc,Fora do recorte principal de CNES.
CNES,SRSP1501.dbc,2015,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP1501.dbc,Fora do recorte principal de CNES.
CNES,SRSP1502.dbc,2015,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP1502.dbc,Fora do recorte principal de CNES.
CNES,SRSP1503.dbc,2015,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP1503.dbc,Fora do recorte principal de CNES.
CNES,SRSP1504.dbc,2015,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP1504.dbc,Fora do recorte principal de CNES.
CNES,SRSP1505.dbc,2015,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP1505.dbc,Fora do recorte principal de CNES.
CNES,SRSP1506.dbc,2015,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP1506.dbc,Fora do recorte principal de CNES.
CNES,SRSP1507.dbc,2015,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP1507.dbc,Fora do recorte principal de CNES.
CNES,SRSP1508.dbc,2015,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP1508.dbc,Fora do recorte principal de CNES.
CNES,SRSP1509.dbc,2015,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP1509.dbc,Fora do recorte principal de CNES.
CNES,SRSP1510.dbc,2015,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP1510.dbc,Fora do recorte principal de CNES.
CNES,SRSP1511.dbc,2015,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP1511.dbc,Fora do recorte principal de CNES.
CNES,SRSP1512.dbc,2015,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP1512.dbc,Fora do recorte principal de CNES.
CNES,SRSP1601.dbc,2016,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP1601.dbc,Fora do recorte principal de CNES.
CNES,SRSP1602.dbc,2016,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP1602.dbc,Fora do recorte principal de CNES.
CNES,SRSP1603.dbc,2016,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP1603.dbc,Fora do recorte principal de CNES.
CNES,SRSP1604.dbc,2016,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP1604.dbc,Fora do recorte principal de CNES.
CNES,SRSP1605.dbc,2016,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP1605.dbc,Fora do recorte principal de CNES.
CNES,SRSP1606.dbc,2016,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP1606.dbc,Fora do recorte principal de CNES.
CNES,SRSP1607.dbc,2016,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP1607.dbc,Fora do recorte principal de CNES.
CNES,SRSP1608.dbc,2016,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP1608.dbc,Fora do recorte principal de CNES.
CNES,SRSP1609.dbc,2016,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP1609.dbc,Fora do recorte principal de CNES.
CNES,SRSP1610.dbc,2016,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP1610.dbc,Fora do recorte principal de CNES.
CNES,SRSP1611.dbc,2016,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP1611.dbc,Fora do recorte principal de CNES.
CNES,SRSP1612.dbc,2016,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP1612.dbc,Fora do recorte principal de CNES.
CNES,SRSP1701.dbc,2017,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP1701.dbc,Fora do recorte principal de CNES.
CNES,SRSP1702.dbc,2017,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP1702.dbc,Fora do recorte principal de CNES.
CNES,SRSP1703.dbc,2017,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP1703.dbc,Fora do recorte principal de CNES.
CNES,SRSP1704.dbc,2017,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP1704.dbc,Fora do recorte principal de CNES.
CNES,SRSP1705.dbc,2017,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP1705.dbc,Fora do recorte principal de CNES.
CNES,SRSP1706.dbc,2017,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP1706.dbc,Fora do recorte principal de CNES.
CNES,SRSP1707.dbc,2017,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP1707.dbc,Fora do recorte principal de CNES.
CNES,SRSP1708.dbc,2017,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP1708.dbc,Fora do recorte principal de CNES.
CNES,SRSP1709.dbc,2017,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP1709.dbc,Fora do recorte principal de CNES.
CNES,SRSP1710.dbc,2017,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP1710.dbc,Fora do recorte principal de CNES.
CNES,SRSP1711.dbc,2017,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP1711.dbc,Fora do recorte principal de CNES.
CNES,SRSP1712.dbc,2017,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP1712.dbc,Fora do recorte principal de CNES.
CNES,SRSP1801.dbc,2018,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP1801.dbc,Fora do recorte principal de CNES.
CNES,SRSP1802.dbc,2018,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP1802.dbc,Fora do recorte principal de CNES.
CNES,SRSP1803.dbc,2018,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP1803.dbc,Fora do recorte principal de CNES.
CNES,SRSP1804.dbc,2018,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP1804.dbc,Fora do recorte principal de CNES.
CNES,SRSP1805.dbc,2018,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP1805.dbc,Fora do recorte principal de CNES.
CNES,SRSP1806.dbc,2018,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP1806.dbc,Fora do recorte principal de CNES.
CNES,SRSP1807.dbc,2018,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP1807.dbc,Fora do recorte principal de CNES.
CNES,SRSP1808.dbc,2018,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP1808.dbc,Fora do recorte principal de CNES.
CNES,SRSP1809.dbc,2018,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP1809.dbc,Fora do recorte principal de CNES.
CNES,SRSP1810.dbc,2018,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP1810.dbc,Fora do recorte principal de CNES.
CNES,SRSP1811.dbc,2018,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP1811.dbc,Fora do recorte principal de CNES.
CNES,SRSP1812.dbc,2018,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP1812.dbc,Fora do recorte principal de CNES.
CNES,SRSP1901.dbc,2019,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP1901.dbc,Fora do recorte principal de CNES.
CNES,SRSP1902.dbc,2019,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP1902.dbc,Fora do recorte principal de CNES.
CNES,SRSP1903.dbc,2019,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP1903.dbc,Fora do recorte principal de CNES.
CNES,SRSP1904.dbc,2019,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP1904.dbc,Fora do recorte principal de CNES.
CNES,SRSP1905.dbc,2019,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP1905.dbc,Fora do recorte principal de CNES.
CNES,SRSP1906.dbc,2019,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP1906.dbc,Fora do recorte principal de CNES.
CNES,SRSP1907.dbc,2019,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP1907.dbc,Fora do recorte principal de CNES.
CNES,SRSP1908.dbc,2019,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP1908.dbc,Fora do recorte principal de CNES.
CNES,SRSP1909.dbc,2019,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP1909.dbc,Fora do recorte principal de CNES.
CNES,SRSP1910.dbc,2019,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP1910.dbc,Fora do recorte principal de CNES.
CNES,SRSP1911.dbc,2019,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP1911.dbc,Fora do recorte principal de CNES.
CNES,SRSP1912.dbc,2019,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP1912.dbc,Fora do recorte principal de CNES.
CNES,SRSP2001.dbc,2020,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP2001.dbc,Fora do recorte principal de CNES.
CNES,SRSP2002.dbc,2020,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP2002.dbc,Fora do recorte principal de CNES.
CNES,SRSP2003.dbc,2020,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP2003.dbc,Fora do recorte principal de CNES.
CNES,SRSP2004.dbc,2020,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP2004.dbc,Fora do recorte principal de CNES.
CNES,SRSP2005.dbc,2020,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP2005.dbc,Fora do recorte principal de CNES.
